YEAR,TEAM,SEED,ROUND,K TEMPO,KADJ T,K OFF,KO RANK,KADJ O,K DEF,KD RANK,KADJ D,KADJ EM,BADJ EM,BADJ O,BADJ D,BARTHAG,GAMES,W,L,WIN%,EFG%,EFG%D,FTR,FTRD,TOV%,TOV%D,OREB%,DREB%,OP OREB%,OP DREB%,RAW T,2PT%,2PT%D,3PT%,3PT%D,BLK%,BLKED%,AST%,OP AST%,2PTR,3PTR,2PTRD,3PTRD,BADJ T,AVG HGT,EFF HGT,EXP,TALENT,FT%,OP FT%,PPPO,PPPD,ELITE SOS,WAB,EFGD% RANK,BADJT RANK,TEAM NO,TR RANK,TR RATING,V 1-25 WINS,V 1-25 LOSS,V 26-50 WINS,V 26-50 LOSS,V 51-100 WINS,V 51-100 LOSS,HI,LO,LAST,SOS RANK,SOS RATING,SOS HI,SOS LO,SOS LAST,LUCK RANK,LUCK RATING,LUCK V 1-25 WINS,LUCK V 1-25 LOSS,LUCK V 26-50 WINS,LUCK V 26-50 LOSS,LUCK V 51-100 WINS,LUCK V 51-100 LOSS,LUCK HI,LUCK LO,LUCK LAST,CONSISTENCY RANK,CONSISTENCY TR RATING,CONSISTENCY V 1-25 WINS,CONSISTENCY V 1-25 LOSS,CONSISTENCY V 26-50 WINS,CONSISTENCY V 26-50 LOSS,CONSISTENCY V 51-100 WINS,CONSISTENCY V 51-100 LOSS,CONSISTENCY HI,CONSISTENCY LO,CONSISTENCY LAST
2024,Colorado,10,32,69.0823,67.5085,113.528,30,117.579,101.908,93,99.1127,18.4666,19.175,117.194,98.019,0.886,34,24,10,70.58823529,55.3,49.3,35.3,28.1,18.1,15.2,32.4,76.0,24.0,67.6,69.1,53.6,50.1,39.4,31.9,5.5,9.3,56.1,43.3,69.6,30.4,64.7,35.3,67.688,78.711,81.561,2.2,38.964,77.8,70.7,1.135,1.019,26.08,1.7,113,160,1069,22,14.4,0,2,6,3,7,3,16,37,22,47,8.2,21,260,47,224,-0.6,1,0,6,2,4,2,46,317,224,143,10.0,2,1,1,1,5,1,7,230,143
2024,Colorado St.,10,64,66.4971,65.8043,112.111,50,115.382,103.134,124,98.779,16.6027,15.664,113.795,98.131,0.846,32,22,10,68.75,54.6,49.3,32.6,31.8,14.8,16.9,24.3,72.5,27.5,75.7,66.5,57.6,48.5,33.2,34.0,8.1,8.6,65.7,48.7,61.7,38.3,66.0,34.0,65.849,76.588,79.048,2.578,21.58,75.4,74.2,1.121,1.03,27.18,1.5,113,268,1068,52,10.5,2,1,4,6,4,2,33,89,52,74,6.4,24,178,74,58,1.8,1,1,2,3,1,0,2,98,58,34,8.7,1,0,1,0,6,1,18,289,34
2024,Connecticut,1,1,66.2316,64.4543,122.708,1,126.608,97.6459,27,94.3949,32.213,33.493,127.046,93.553,0.971,34,31,3,91.17647059,57.1,45.1,33.3,32.5,14.9,16.2,36.5,73.2,26.8,63.5,66.2,58.5,43.7,36.7,31.9,14.2,8.3,63.7,46.0,59.1,40.9,66.8,33.2,64.586,78.369,81.572,1.709,58.255,74.2,72.2,1.23,0.973,33.643,11.3,5,325,1067,2,22.3,10,2,4,0,7,1,1,12,2,5,11.8,2,291,5,35,2.4,2,0,1,1,8,0,14,181,34,235,10.8,0,0,0,0,5,0,14,301,235
2024,Creighton,3,16,67.9754,67.0297,116.365,18,120.091,100.617,68,96.6912,23.3993,24.145,120.6,96.455,0.929,32,23,9,71.875,57.5,46.4,24.5,16.2,15.3,11.2,25.9,75.4,24.6,74.1,68.0,60.6,45.7,36.1,32.2,8.6,9.1,58.6,40.9,51.1,48.9,72.8,27.2,66.947,78.515,82.574,2.322,52.884,78.1,78.7,1.163,1.007,33.229,4.4,18,213,1066,12,17.7,4,3,4,3,6,3,5,16,12,14,10.5,8,247,14,258,-1.1,1,0,4,1,4,5,15,317,259,313,11.5,2,0,0,1,3,0,15,360,313
2024,Dayton,7,32,64.5594,64.1776,115.089,20,118.601,102.217,102,101.304,17.2975,16.782,117.426,100.644,0.855,31,24,7,77.41935484,56.6,47.9,37.2,21.8,15.8,15.7,26.9,71.0,29.0,73.1,64.6,53.7,48.2,40.2,31.7,11.3,10.0,58.3,50.7,55.5,44.5,59.6,40.4,63.987,76.937,80.705,2.205,32.899,73.4,73.3,1.153,1.022,23.183,2.6,51,338,1065,45,11.7,1,1,1,1,7,4,35,67,45,82,5.4,7,226,82,77,1.5,2,0,2,3,1,2,3,290,77,7,7.8,0,0,3,2,2,4,2,144,6
2024,Drake,10,64,68.6721,67.8384,114.237,25,115.619,100.305,62,100.904,14.7142,14.693,114.841,100.148,0.828,33,27,6,81.81818182,54.9,51.0,32.6,31.0,13.9,17.4,24.2,77.9,22.1,75.8,68.7,55.1,51.9,36.5,33.0,4.5,7.2,55.9,41.6,60.4,39.6,60.7,39.3,67.768,76.36,80.074,1.786,15.682,76.3,70.2,1.14,1.003,16.549,1.7,209,154,1064,61,9.7,0,0,3,1,3,0,52,104,61,107,2.0,71,272,107,53,1.9,5,1,1,0,5,3,28,221,53,332,12.0,2,0,2,0,3,0,4,362,332
2024,Duke,4,8,67.7309,66.6784,118.229,7,121.827,99.4864,41,96.9502,24.8767,23.968,120.797,96.829,0.927,32,24,8,75.0,55.2,49.0,33.8,27.6,14.3,16.9,31.8,74.1,25.9,68.2,67.8,54.4,49.1,37.7,32.6,9.8,11.8,53.8,50.7,62.6,37.4,64.5,35.5,66.864,78.244,82.287,1.152,91.61,72.2,69.0,1.178,0.995,26.968,3.3,96,217,1063,10,18.1,2,3,3,2,7,2,3,16,10,33,9.1,3,222,33,296,-1.7,2,0,1,1,3,1,36,339,296,107,9.7,2,1,1,0,3,2,24,268,107
2024,Duquesne,11,32,66.8316,66.3236,104.828,190,106.921,99.8115,50,97.5497,9.37104,10.179,106.316,96.137,0.761,34,23,11,67.64705882,50.1,48.0,33.1,35.3,17.5,19.5,29.9,70.0,30.0,70.1,66.8,49.6,48.4,33.9,31.7,12.7,11.4,53.8,52.3,60.3,39.7,62.7,37.3,66.271,76.501,80.119,1.999,0.2,71.4,70.7,1.048,0.996,19.651,-1.8,61,253,1062,94,6.3,0,0,1,3,7,4,72,106,96,95,3.2,76,173,95,32,2.5,1,1,1,2,3,3,15,269,41,60,9.2,1,2,2,1,4,2,15,310,67
2024,Florida,7,64,72.9572,71.6913,114.641,22,119.317,105.628,198,101.129,18.1884,20.355,119.659,99.304,0.895,35,24,11,68.57142857,51.5,48.8,38.6,34.2,15.8,14.5,37.5,71.1,28.9,62.5,73.0,51.7,49.0,34.2,32.2,12.1,9.6,50.2,41.0,65.5,34.5,67.3,32.7,71.575,78.508,82.595,1.707,30.164,71.2,70.6,1.146,1.057,31.29,3.0,84,20,1061,27,13.6,4,5,3,2,7,3,26,55,26,28,9.5,13,240,30,93,1.2,1,3,2,0,1,0,40,311,93,138,10.0,3,0,3,1,4,1,15,244,121
2024,Florida Atlantic,8,64,69.0429,68.0531,117.369,13,118.961,104.021,150,102.725,16.2359,14.274,117.264,102.99,0.816,33,25,8,75.75757576,55.0,49.7,34.8,27.5,15.8,16.5,33.8,70.8,29.2,66.2,69.0,56.0,49.3,35.6,33.6,7.8,6.7,51.0,37.9,61.2,38.8,63.7,36.3,67.913,76.544,79.864,2.764,21.565,72.0,72.7,1.173,1.041,20.437,1.2,134,144,1060,36,12.7,1,1,1,0,9,2,7,39,36,86,5.2,8,149,86,188,-0.1,3,2,1,0,2,3,49,327,189,125,9.9,0,2,2,0,6,0,1,362,124
2024,Gonzaga,5,16,69.7948,69.0926,119.756,3,120.997,99.6295,46,99.4329,21.5641,22.623,121.233,98.61,0.915,31,24,7,77.41935484,56.7,47.3,31.5,25.8,14.0,16.5,33.3,72.8,27.2,66.7,69.8,58.3,45.1,35.5,34.0,10.1,6.4,52.1,48.2,68.6,31.4,63.1,36.9,69.074,77.65,81.225,1.84,72.006,72.6,72.7,1.198,0.994,23.847,2.5,37,85,1059,16,16.7,2,4,0,1,7,1,10,26,16,57,7.4,5,120,57,249,-0.9,3,0,0,2,3,0,59,339,249,88,9.4,1,1,0,0,2,1,3,215,88
2024,Grambling St.,16,64,66.2915,64.8232,97.5516,313,99.2736,102.899,117,107.084,-7.80999,-8.337,97.672,106.009,0.281,31,17,14,54.83870968,48.2,49.1,39.6,33.9,20.5,19.0,28.1,67.3,32.7,71.9,66.5,47.0,48.4,34.1,33.7,8.3,7.9,40.6,55.1,70.2,29.8,66.6,33.4,64.9,76.762,80.211,2.34,12.502,70.6,73.8,0.971,1.027,15.298,-8.0,101,313,1058,297,-7.6,0,2,0,3,0,1,248,339,297,329,-7.4,233,353,329,15,3.2,0,0,0,2,7,3,10,319,15,198,10.5,3,3,0,1,7,1,61,317,193
2024,Grand Canyon,12,32,69.3343,68.1093,112.74,40,113.478,95.7241,6,99.5638,13.9138,11.238,111.066,99.828,0.773,32,28,4,87.5,52.0,45.9,45.3,34.8,17.8,19.9,34.6,70.4,29.6,65.4,69.3,52.3,44.4,34.4,32.6,13.5,7.1,45.2,48.0,63.9,36.1,66.4,33.6,68.046,78.109,80.422,2.618,14.992,75.3,70.8,1.127,0.958,11.307,1.3,11,139,1057,66,9.0,0,0,1,0,1,1,62,107,66,130,0.0,80,327,130,28,2.5,2,2,1,0,1,0,7,148,28,11,8.1,1,0,2,0,4,1,4,287,11
2024,Houston,1,16,64.1588,63.2681,113.057,34,118.868,88.2881,1,87.1492,31.7188,33.697,119.216,85.519,0.979,34,30,4,88.23529412,49.7,44.0,29.9,39.0,13.7,24.7,36.9,69.8,30.2,63.1,64.2,48.4,43.4,34.7,30.0,16.1,7.4,49.1,60.2,63.4,36.6,59.1,40.9,63.328,75.893,78.793,2.28,63.543,69.4,67.0,1.13,0.881,34.485,10.6,2,349,1056,1,23.2,7,4,8,0,4,0,1,6,1,2,12.5,2,225,2,90,1.3,1,0,0,0,6,0,11,212,90,43,8.9,3,1,1,0,2,0,3,296,43
2024,Howard,16,68,69.1666,67.5375,106.37,150,105.489,107.254,240,113.752,-8.26281,-8.407,104.47,112.877,0.291,32,16,16,50.0,52.0,50.9,42.2,39.1,21.4,16.7,33.4,69.3,30.7,66.6,69.2,49.2,50.8,37.5,34.0,7.5,10.9,55.3,46.9,61.1,38.9,66.8,33.2,67.683,76.439,79.358,2.194,31.316,75.0,70.1,1.064,1.072,8.38,-12.1,206,161,1055,275,-6.2,0,0,0,1,0,3,209,283,275,311,-6.6,93,313,311,134,0.5,0,0,0,2,3,5,38,316,133,20,8.3,0,2,0,1,4,1,7,286,20
2024,Illinois,3,8,70.5498,69.8886,118.858,6,125.551,104.051,151,101.564,23.9871,24.236,125.323,101.087,0.922,34,26,8,76.47058824,53.8,48.0,37.8,27.1,15.1,12.3,36.2,73.9,26.1,63.8,70.5,54.7,46.6,34.9,34.3,8.2,8.3,44.4,42.6,61.7,38.3,72.1,27.9,69.854,78.785,80.635,2.444,56.834,74.5,71.7,1.188,1.039,32.635,6.0,61,56,1054,11,18.0,3,5,8,1,5,2,7,33,11,12,10.9,8,243,13,129,0.5,3,0,0,2,5,2,5,293,164,12,8.1,1,2,3,0,4,0,5,258,15
2024,Iowa St.,2,16,68.1713,67.3399,110.446,74,113.864,89.9131,2,87.1458,26.7178,27.105,113.65,86.545,0.958,34,27,7,79.41176471,51.9,47.1,36.1,35.2,15.7,25.7,31.6,70.6,29.4,68.4,68.2,51.7,46.9,34.9,31.5,10.8,8.7,58.0,58.9,68.0,32.0,55.0,45.0,67.569,77.594,80.572,1.824,44.201,69.7,71.2,1.108,0.899,33.017,6.9,29,170,1053,7,19.3,8,3,4,2,4,2,5,36,7,8,11.6,6,321,8,104,1.0,2,0,0,0,6,2,39,339,104,210,10.6,4,0,3,1,4,1,39,354,209
2024,James Madison,12,32,71.1256,69.4753,115.358,19,113.858,96.5285,11,100.958,12.9001,11.554,111.935,100.381,0.778,33,30,3,90.90909091,54.4,46.7,34.2,35.1,14.7,19.8,32.0,72.4,27.6,68.0,71.1,54.2,48.8,36.5,28.6,7.6,8.9,54.3,42.0,61.9,38.1,64.9,35.1,69.763,77.286,79.864,2.428,3.831,70.5,73.1,1.152,0.965,9.457,1.5,27,62,1052,63,9.5,1,0,0,0,0,2,53,100,63,153,-1.1,6,155,153,37,2.3,0,0,0,0,0,3,1,140,36,83,9.4,2,0,0,0,6,0,1,310,83
2024,Kansas,4,32,69.6118,68.9392,107.292,134,113.382,99.1572,35,94.1566,19.2256,20.833,113.548,92.715,0.911,31,21,10,67.74193548,53.4,47.6,32.8,28.5,16.4,16.8,25.3,73.6,26.4,74.7,69.6,54.8,45.3,33.3,33.8,11.1,7.0,66.5,51.1,70.3,29.7,58.9,41.1,68.881,78.855,82.569,2.102,64.218,72.9,69.9,1.073,0.989,37.263,4.3,46,93,1051,18,15.8,7,5,3,2,3,2,2,20,18,10,11.5,2,213,9,105,1.0,1,0,1,0,2,4,3,201,105,348,12.5,4,0,2,1,2,1,3,355,348
2024,Kentucky,3,64,74.0625,72.636,119.233,5,122.742,106.076,211,102.724,20.018,20.769,123.011,102.242,0.893,32,23,9,71.875,57.4,49.5,30.4,33.4,14.2,16.0,28.9,69.8,30.2,71.1,74.1,54.7,49.8,41.2,32.6,16.1,8.9,54.6,51.9,62.7,37.3,60.1,39.9,72.505,78.77,82.02,0.982,73.978,77.3,72.0,1.194,1.064,29.177,2.9,125,14,1050,20,15.7,4,3,3,3,5,2,9,23,20,30,9.4,11,244,29,193,-0.2,1,1,0,0,2,1,19,308,193,234,10.8,1,0,4,0,1,1,19,342,232
2024,Long Beach St.,15,64,71.8207,71.1635,106.212,155,107.857,105.197,186,107.862,-0.00456917,-2.567,105.389,107.956,0.431,33,19,14,57.57575758,48.9,51.2,38.1,32.6,17.1,18.5,33.3,70.4,29.6,66.7,71.9,49.7,50.0,31.3,35.1,12.6,5.9,55.1,59.0,71.7,28.3,56.4,43.6,71.405,77.131,80.347,2.22,11.174,71.0,72.4,1.058,1.049,12.603,-8.0,220,23,1049,170,-0.3,0,0,0,1,2,2,106,180,170,167,-1.6,8,185,167,62,1.7,1,1,0,0,0,1,28,348,62,146,10.0,1,1,3,1,0,0,94,348,147
2024,Longwood,16,64,67.8933,66.7619,107.318,132,105.712,101.377,81,104.753,0.95941,-0.867,103.961,104.828,0.476,31,18,13,58.06451613,49.4,51.3,39.5,36.1,18.0,19.6,36.7,74.5,25.5,63.3,68.0,48.6,50.9,34.2,34.6,7.2,7.2,48.0,49.3,71.7,28.3,60.5,39.5,66.81,77.071,79.691,2.323,17.521,68.8,70.1,1.068,1.009,9.715,-8.6,233,220,1048,168,-0.2,0,0,0,1,0,1,139,225,168,253,-4.1,45,353,253,237,-0.8,0,0,3,1,3,4,34,338,238,179,10.3,2,2,1,2,7,3,31,317,180
2024,Marquette,2,16,69.3264,68.9774,112.444,45,118.294,100.601,67,95.5576,22.7369,24.325,118.92,94.595,0.933,34,25,9,73.52941176,55.1,49.7,25.6,28.2,14.3,21.1,26.0,69.2,30.8,74.0,69.3,56.0,49.2,35.8,33.6,9.8,8.4,54.3,59.2,59.5,40.5,56.9,43.1,69.064,78.072,81.653,1.872,57.136,71.5,75.3,1.126,1.002,37.073,6.5,134,86,1047,13,17.4,6,6,5,1,5,2,5,18,13,4,11.8,1,208,4,96,1.1,0,0,1,5,4,2,12,235,96,182,10.3,1,1,0,0,0,0,12,267,181
2024,McNeese St.,12,64,66.8129,65.5793,117.513,11,114.033,96.1176,10,101.171,12.8626,10.223,111.288,101.065,0.752,29,26,3,89.65517241,54.9,47.8,40.6,33.9,14.2,23.0,32.1,69.6,30.4,67.9,66.8,52.8,46.3,39.4,33.0,12.8,9.0,51.8,57.9,66.4,33.6,51.9,48.1,65.325,75.996,79.315,2.328,18.38,69.5,71.4,1.174,0.959,8.837,0.7,50,298,1046,97,6.1,0,0,0,0,1,0,94,269,97,257,-4.1,77,331,257,33,2.5,4,0,1,0,1,0,3,337,32,172,10.2,0,1,4,0,4,0,3,337,172
2024,Michigan St.,9,32,66.3965,65.1889,109.535,93,113.76,99.3536,36,93.7263,20.0339,19.451,112.729,93.278,0.898,33,19,14,57.57575758,51.5,48.0,29.9,32.6,14.7,18.7,29.9,71.3,28.7,70.1,66.4,50.5,47.1,35.9,32.8,12.0,7.7,60.0,54.9,69.8,30.2,58.7,41.3,65.272,77.257,80.882,2.07,67.335,70.6,71.4,1.097,0.989,34.196,0.21,61,303,1045,17,16.0,2,7,2,4,8,3,5,30,17,13,10.9,5,117,12,357,-3.6,1,1,1,3,4,2,6,360,357,129,9.9,3,4,0,0,3,3,6,360,130
2024,Mississippi St.,8,64,68.8988,67.0503,108.114,118,113.678,100.035,55,95.6951,17.9825,17.693,112.623,94.93,0.877,34,21,13,61.76470588,51.7,47.7,37.9,32.4,18.7,18.2,35.4,72.4,27.6,64.6,68.9,53.4,50.2,32.5,29.4,9.1,10.6,52.8,48.3,61.8,38.2,58.9,41.1,67.159,76.879,80.786,2.241,43.205,67.2,75.1,1.081,0.999,32.154,0.8,48,197,1044,28,13.4,3,6,2,2,7,3,14,41,28,26,9.6,19,123,26,235,-0.8,2,3,2,1,3,2,29,248,236,265,11.0,2,0,3,0,2,0,4,342,263
2024,Montana St.,16,68,69.242,68.7956,105.019,184,103.305,105.726,200,107.206,-3.90152,-2.97,102.885,105.855,0.419,31,15,16,48.38709677,53.9,52.3,30.7,37.0,16.8,18.6,20.7,71.4,28.6,79.3,69.2,53.4,54.1,36.4,32.6,6.3,7.8,47.8,46.9,58.6,41.4,64.6,35.4,68.489,77.044,79.76,2.373,0.2,73.4,71.5,1.051,1.061,9.572,-12.6,281,112,1043,232,-4.0,0,0,0,0,0,1,207,291,232,263,-4.3,204,354,263,212,-0.4,1,3,0,0,4,6,91,335,212,272,11.1,0,0,0,0,3,2,12,284,272
2024,Morehead St.,14,64,65.7279,64.2353,110.583,72,108.989,99.5625,44,103.52,5.46884,3.291,106.669,103.378,0.589,30,22,8,73.33333333,54.4,45.7,31.3,32.7,18.5,15.5,32.0,73.6,26.4,68.0,65.7,55.6,45.4,35.3,31.1,11.2,7.9,52.4,41.1,54.9,45.1,68.8,31.2,64.279,78.094,80.434,2.372,16.078,71.5,75.8,1.102,0.999,11.774,-3.4,9,333,1042,129,2.5,0,2,0,0,0,2,120,256,129,259,-4.2,8,262,259,106,0.9,2,1,2,2,1,0,10,300,106,178,10.3,3,1,4,1,3,1,140,357,179
2024,Nebraska,8,64,69.2526,68.6104,110.955,63,115.866,100.262,60,97.6744,18.1912,20.096,115.671,95.575,0.9,33,23,10,69.6969697,53.2,46.3,32.4,27.7,15.9,16.4,27.8,70.0,30.0,72.2,69.3,52.8,45.2,35.8,31.9,7.2,10.8,57.1,52.5,55.5,44.5,58.3,41.7,68.655,77.428,80.383,2.43,27.887,75.4,69.9,1.108,1.001,29.05,2.4,15,105,1041,34,12.9,3,4,2,3,8,3,33,73,34,38,8.6,35,340,38,94,1.2,3,0,3,0,4,1,33,164,94,298,11.3,4,3,0,0,6,1,16,323,299
2024,Nevada,10,64,67.0488,66.6449,112.943,37,115.55,100.063,57,98.7358,16.814,17.017,115.049,98.032,0.863,32,25,7,78.125,53.3,48.2,46.2,34.3,15.0,17.3,27.5,72.8,27.2,72.5,67.0,52.6,49.1,36.5,31.3,11.2,6.7,58.1,54.9,66.4,33.6,59.0,41.0,66.764,77.925,80.208,2.436,28.02,72.3,69.7,1.128,1.001,22.983,2.7,66,224,1040,46,11.3,1,0,2,4,6,2,27,68,46,84,5.3,38,216,84,38,2.3,1,0,2,1,4,2,19,202,37,188,10.4,1,0,3,1,6,0,8,333,189
2024,New Mexico,11,64,72.4265,72.6803,112.623,41,115.411,98.1694,29,96.4738,18.9368,19.336,114.829,95.493,0.893,34,25,9,73.52941176,51.0,48.0,33.1,33.5,13.9,19.5,33.4,73.0,27.0,66.6,72.4,51.4,49.2,33.4,30.6,13.5,9.6,49.3,54.2,70.2,29.8,63.4,36.6,72.766,77.055,80.945,1.908,55.824,71.8,74.0,1.126,0.98,23.773,1.7,61,7,1039,29,13.4,0,1,5,3,4,4,22,68,29,78,6.0,23,236,78,218,-0.6,1,1,4,0,4,1,83,296,218,256,11.0,2,0,2,1,3,1,84,352,258
